,name,ratings,price,imgURL,storage_ram,camera,oS_Processor,display,network,battery
175,"('OnePlus Nord CE 2 5G (Gray Mirror, 128 GB)', None)","('4.4', None)","('₹23,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/z/k/-original-imagdbyuc26yzmz8.jpeg?q=70', None)","('Internal Storage128 GBRAM6 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 13Processor CoreOcta CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400 x 1080 Pixels', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity4500 mAh', None)"
176,"('OnePlus Nord 2 5G (Green Wood, 256 GB)', None)","('4.1', None)","('₹33,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/n/m/-original-image7d9zgguhgcy.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 11Processor CoreOcta CorePrimary Clock Speed3 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400 x 1080 pixel', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity4500 mAh', None)"
177,"('OnePlus Nord 2 5G (Gray Sierra, 128 GB)', None)","('4.1', None)","('₹19,700', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/f/l/-original-imagdbff6gur5wha.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution1080 x 2400 pixels', None)","('Network Type5GSupported Networks5G, 4G LTE, GSM', None)","('Battery Capacity4500 mAh', None)"
178,"('OnePlus 9RT 5G (Hacker Black, 256 GB)', None)","('4.1', None)","('₹41,499', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/u/5/-original-imagdkxf7sg33nye.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GB', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.81 cm (6.62 inch)Resolution1080 x 2400 Pixels', None)","('Network Type5GSupported Networks5G, GSM, CDMA, 4G LTE', None)","('Battery Capacity4500 mAh', None)"
179,"('OnePlus 9RT 5G (Nano Silver, 256 GB)', None)","('3.7', None)","('₹44,998', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/x/j/-original-imagawn2a5frb5vz.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GB', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.81 cm (6.62 inch)Resolution1080 x 2400 Pixels', None)","('Network Type5GSupported Networks5G, GSM, CDMA, 4G LTE', None)","('Battery Capacity4500 mAh', None)"
180,"('OnePlus 9R 5G (Lake Blue, 256 GB)', None)","('4.3', None)","('₹37,990', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/y/m/-original-imagdnatwcty8hyw.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GB', None)","('Primary Camera48MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Q 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.64 cm (6.55 inch)Resolution2400 x 1080 pixels', None)","('Network Type5GSupported Networks4G LTE, GSM, CDMA, 5G', None)","('Battery Capacity4500 mAh', None)"
181,"('OnePlus 6 (Mirror Black, 128 GB)', None)","('4.3', None)","('₹42,998', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/q/m/6-a6003-oneplus-original-imagqpfwh4zcd5yt.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera AvailableYesPrimary Camera20MP + 20MP + 16MPSecondary Camera AvailableYesSecondary Camera16MP Front CameraFlashYesDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Oreo 8.1Processor CoreOcta CorePrimary Clock Speed2.7 GHz', None)","('Display Size15.95 cm (6.28 inch)Resolution1080x2280', None)","('Network Type4GSupported Networks4G VoLTEWi-FiYesWi-Fi HotspotYes', None)","('Battery Capacity3300 mAh', None)"
182,"('OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB)', None)","('3.9', None)","('₹19,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/r/b/nord-ce-3-lite-5g-ce2099-oneplus-original-imagzj42cctpjjze.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera108MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid 13Processor CoreOcta CorePrimary Clock Speed2.2 GHz', None)","('Display Size17.07 cm (6.72 inch)Resolution2400x1080 Pixels', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
183,"('OnePlus Nord 2T 5G (Gray Shadow, 256 GB)', None)","('4.1', None)","('₹32,900', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/9/g/-original-imagfx6bzs4hd4ft.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 12Processor CoreOcta CorePrimary Clock Speed2.4 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution2400x1080 pixels', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity4500 mAh', None)"
184,"('OnePlus 10 Pro 5G (Volcanic Black, 256 GB)', None)","('3.9', None)","('₹54,998', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/i/g/-original-imaggcee7yprwrhx.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GB', None)","('Primary Camera48MP Rear Camera', None)","('Operating SystemAndroid 12Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution3216 x 1440 pixel', None)","('Network Type5GSupported Networks4G LTE, GSM, CDMA', None)","('Battery Capacity5000 mAh', None)"
185,"('OnePlus 9R 5G (Lake Blue, 256 GB)', None)","('4.3', None)","('₹43,500', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/y/m/-original-imagdnatwcty8hyw.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GB', None)","('Primary Camera48MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Q 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.64 cm (6.55 inch)Resolution2400 x 1080 pixels', None)","('Network Type5GSupported Networks4G LTE, GSM, CDMA, 5G', None)","('Battery Capacity4500 mAh', None)"
186,"('OnePlus 9 5G (Winter Mist, 128 GB)', None)","('4.2', None)","('₹37,190', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/n/y/-original-imagdhtmgbg6vyrd.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GB', None)","('Primary Camera48MP Rear Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.64 cm (6.55 inch)Resolution2400 x 1080 pixel', None)","('Network Type5GSupported Networks4G LTE, CDMA, GSM, 5G', None)","('Battery Capacity4500 mAh', None)"
187,"('OnePlus Nord CE 2 5G (Gray Mirror, 128 GB)', None)","('4', None)","('₹24,989', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/z/k/-original-imagdbyuc26yzmz8.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 13Processor CoreOcta CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400 x 1080 Pixels', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity4500 mAh', None)"
188,"('OnePlus Nord CE 2 5G (Bahama Blue, 128 GB)', None)","('3.7', None)","('₹23,499', None)","('https://rukminim2.flixcart.com/image/312/312/l1tmf0w0/mobile/b/h/9/nord-ce-2-iv2201-oneplus-original-imagdbyggt7js6hn.jpeg?q=70', None)","('Internal Storage128 GBRAM6 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera64MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400 x 1080 Pixel', None)","('Network Type5GSupported Networks5G, GSM, 4G LTE', None)","('Battery Capacity4500 mAh', None)"
189,"('OnePlus Nord 2 5G (Blue Haze, 128 GB)', None)","('3.9', None)","('₹26,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/i/f/nord-2-5g-dn2101-old-oneplus-original-imagqkkhqhzzsp8x.jpeg?q=70', None)","('Internal Storage128 GBRAM6 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera AvailableYesPrimary Camera50MP Rear CameraPrimary Camera Features50, 8Secondary Camera AvailableYesSecondary Camera Features32FlashYesDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Oxygen 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution1080 x 2400', None)","('Network Type5GSupported Networks5G, 4G VoLTE', None)","('Battery Capacity4500 mAhBattery TypeLithium Ion', None)"
190,"('OnePlus 9R 5G (Lake Blue, 128 GB)', None)","(nan, None)","('₹29,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/y/m/-original-imagdnatwcty8hyw.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GB', None)","('Primary Camera48MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Q 11Processor CoreDual CorePrimary Clock Speed2.4 MHz', None)","('Display Size16.64 cm (6.55 inch)Resolution2400 x 1080$$pixels', None)","('Network Type5GSupported NetworksGSM, CDMA, 4G LTE, 5G', None)","('Battery Capacity4500 mAh', None)"
191,"('OnePlus 9 Pro (Pine Green, 128 GB)', None)","(nan, None)","('₹49,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/a/a/-original-imaggcee9rkgswbx.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GB', None)","('Primary Camera48MP Rear Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution3216 X 1440 Pixels', None)","('Network Type5GSupported Networks4G LTE, GSM, CDMA, 5G', None)","('Battery Capacity4500 mAh', None)"
192,"('OnePlus Nord 2T 5G (Jade Fog, 256 GB)', None)","('4.3', None)","('₹29,208', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/f/p/-original-imagfx6hq9spfegc.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 12Processor CoreOcta CorePrimary Clock Speed2.4 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution2400x1080 pixels', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity4500 mAh', None)"
193,"('OnePlus Nord CE 2 5G (Gray Mirror, 128 GB)', None)","('4.2', None)","('₹24,990', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/d/y/-original-imagkn6dx7ywseyh.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeHybrid Slot', None)","('Primary Camera50MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid 11Processor CoreOcta CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400 x 1080 Pixels', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity4500 mAh', None)"
194,"('OnePlus 6 (Red, 128 GB)', None)","('3.7', None)","('₹14,990', None)","('https://rukminim2.flixcart.com/image/312/312/k20r8nk0/screen-guard/back-tempered-glass/a/j/6/runeech-one-7-backtmprd-original-imafk2cfyzdcxtxq.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera AvailableYesPrimary Camera16MP + 20MP + 16MPSecondary Camera AvailableYesSecondary Camera16MP Front CameraFlashYesDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Oreo 8.1Processor CoreOcta CorePrimary Clock Speed2.7 GHz', None)","('Display Size15.95 cm (6.28 inch)Resolution1080x2280', None)","('Network Type4GSupported Networks4G VoLTE', None)","('Battery Capacity3300 mAh', None)"
195,"('OnePlus 8 Pro (Onyx Black, 128 GB)', None)","('4.5', None)","('₹37,990', None)","('https://rukminim2.flixcart.com/image/312/312/kdakakw0/mobile/z/9/x/oneplus-8-pro-b078bn2h3r-original-imafu8emeypvc3vy.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera AvailableYesPrimary Camera48MP + 8MP + 5MPPrimary Camera FeaturesCINE aspect ratio video recording, Video HDR, Cat&Dog face detect & focus, UltraShot HDR, Nightscape, Super Micro, Portrait, Pro Mode, Panorama, AI Scene Detection, RAW Image, Audio Zoom, Audio 3DSecondary Camera AvailableYesSecondary Camera16MP Front CameraSecondary Camera FeaturesFace Unlock, HDR, Screen Flash, Face RetouchingFlashbackFull HD RecordingYesDual Camera LensPrimary Camera', None)","('Operating SystemAndroid 10Processor TypeQualcomm Snapdragon 865Processor CoreOcta CorePrimary Clock Speed2.86 GHz', None)","('Display Size17.22 cm (6.78 inch)Resolution3168 x 1440$$PixelsResolution TypeFull HD+GPUAdreno 650Display TypeFluid AMOLEDOther Display FeaturesAdaptive Display\nVibrant Color Effect Pro\nMotion Graphics Smoothing\nReading Mode\nNight Mode', None)","('Network Type4G VOLTESupported Networks4G VoLTEInternet Connectivity4×4 MIMO, Supports up to DL Cat 18 / UL Cat 13(1.2Gbps / 150Mbps), depending on carrier supportMicro USB PortYesBluetooth SupportYesBluetooth Version5.1Wi-FiYesWi-Fi VersionIEEE 802.11 a/b/g/n/ac/ax, 2.4G+5G, 2x2 MIMOWi-Fi HotspotYesNFCYesUSB ConnectivityYes', None)","('Battery Capacity4510 mAhBattery Typelithium-ion', None)"
196,"('OnePlus Nord CE 2 5G (Gray Mirror, 128 GB)', None)","('4.2', None)","('₹19,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/r/u/-original-imagdbyuxwd9vnh4.jpeg?q=70', None)","('Internal Storage128 GBRAM6 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera64MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400 x 1080 Pixel', None)","('Network Type5GSupported Networks4G LTE, 5G, GSM', None)","('Battery Capacity4500 mAh', None)"
197,"('OnePlus 10R (Sierra Black, 128 GB)', None)","('4.3', None)","('₹29,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/q/v/-original-imageyq5akea25we.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 12Processor CoreOcta CorePrimary Clock Speed2.2 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution2400 x 1080 pixel', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
198,"('OnePlus OnePlus 5 (Slate Gray, 128 GB)', None)","('4.5', None)","('₹37,999', None)","('https://rukminim2.flixcart.com/image/312/312/jeykeq80/mobile/n/q/v/oneplus-oneplus-5-a5000-original-imaf3jfkg8jkhdfh.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeHybrid Slot', None)","('Primary Camera AvailableYesPrimary Camera16MP + 20MPPrimary Camera FeaturesRear Camera Wide-angle - Sensor: Sony IMX 398, Pixel Size: 1.12micrometer, EIS, Autofocus: DCAF, Aperture: f/1.7, Rear Camera Telephoto - Sensor: Sony IMX 350, Pixel Size: 1.0micrometer, Autofocus: PDAF, Aperture: f/2.6, Portrait, Pro Mode, Panorama, HDR, HQ, Dynamic Denoise, Clear Image, RAW Image, Time-LapseSecondary Camera AvailableYesSecondary Camera16MP Front CameraSecondary Camera FeaturesSensor: Sony IMX 371, Pixel Size: 1.0micrometer, EIS, Autofocus: Fixed Focus, Aperture: f/2.0, Time-Lapse, HDR, Smile Capture, Face BeautyFlashRear Dual LED Flash and Front Screen FlashHD RecordingYesFull HD RecordingYesVideo Recording2160pFrame RateRear Video - 4K Resolution Video at 30fps, 1080P Resolution Video at 60fps, 1080P Resolution Video at 30fps, 720P Resolution Video at 30fps, Slow Motion: 720p Videos at 120fps, Front Video - 1080P Resolution Video at 30fps, 720P Resolution Video at 30Dual Camera LensPrimary Camera', None)","('Operating SystemAndroid Nougat 7.1.1Processor TypeQualcomm Snapdragon 835Processor CoreOcta CorePrimary Clock Speed2.45 GHzOperating FrequencyGSM: 850/900/1800/1900 MHz, UMTS(WCDMA): Band 1/2/4/5/8, TD-SCDMA: Band 34/39, 4G TDD LTE: Band 38/39/40/41, FDD LTE: Band 1/2/3/4/5/7/8/12/17/18/19/20/25/26/28/29/30/66', None)","('Display Size13.97 cm (5.5 inch)Resolution1920 x 1080 PixelsResolution TypeFull HDGPUAdreno 540Display TypeOptic AMOLEDOther Display FeaturesAspect Ratio: 16:9, Support sRGB, DCI-P3, Cover Glass: 2.5D Corning Gorilla Glass 5, Reading Mode, Night Mode, Lift Up Display, Ambient Display', None)","('Network Type3G, 4G VOLTE, 2GSupported NetworksGSM, WCDMA, 4G VoLTEInternet Connectivity4G, 3G, Wi-FiBluetooth SupportYesBluetooth Version5.0Wi-FiYesWi-Fi Version802.11 a/b/g/n/ac, 2.4G/5G (2x2 MIMO)NFCYesUSB ConnectivityYesAudio Jack3.5 mmMap SupportGoogle MapsGPS SupportYes', None)","('Battery Capacity3300 mAh', None)"
199,"('OnePlus 9RT 5G (Hacker Black, 256 GB)', None)","('4.1', None)","('₹41,499', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/u/5/-original-imagdkxf7sg33nye.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GB', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.81 cm (6.62 inch)Resolution1080 x 2400 Pixels', None)","('Network Type5GSupported Networks5G, GSM, CDMA, 4G LTE', None)","('Battery Capacity4500 mAh', None)"
200,"('OnePlus 9RT 5G (Nano Silver, 256 GB)', None)","('4.1', None)","('₹44,998', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/x/j/-original-imagawn2a5frb5vz.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GB', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.81 cm (6.62 inch)Resolution1080 x 2400 Pixels', None)","('Network Type5GSupported Networks5G, GSM, CDMA, 4G LTE', None)","('Battery Capacity4500 mAh', None)"
201,"('OnePlus 8 Pro (Onyx Black, 256 GB)', None)","('4.7', None)","('₹43,990', None)","('https://rukminim2.flixcart.com/image/312/312/kdakakw0/mobile/z/9/x/oneplus-8-pro-b078bn2h3r-original-imafu8emeypvc3vy.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera AvailableYesPrimary Camera48MP + 8MP + 5MPPrimary Camera FeaturesCINE aspect ratio video recording, Video HDR, Cat&Dog face detect & focus, UltraShot HDR, Nightscape, Super Micro, Portrait, Pro Mode, Panorama, AI Scene Detection, RAW Image, Audio Zoom, Audio 3DSecondary Camera AvailableYesSecondary Camera16MP Front CameraSecondary Camera FeaturesFace Unlock, HDR, Screen Flash, Face RetouchingFlashbackFull HD RecordingYesDual Camera LensPrimary Camera', None)","('Operating SystemAndroid 10Processor TypeQualcomm Snapdragon 865Processor CoreOcta CorePrimary Clock Speed2.86 GHz', None)","('Display Size17.22 cm (6.78 inch)Resolution3168 x 1440Resolution TypeFull HD+GPUAdreno 650Display TypeFluid AMOLEDOther Display FeaturesAdaptive Display\nVibrant Color Effect Pro\nMotion Graphics Smoothing\nReading Mode\nNight Mode', None)","('Network Type4G VOLTESupported Networks4G VoLTEInternet Connectivity4×4 MIMO, Supports up to DL Cat 18 / UL Cat 13(1.2Gbps / 150Mbps), depending on carrier supportMicro USB PortYesBluetooth SupportYesBluetooth Version5.1Wi-FiYesWi-Fi VersionIEEE 802.11 a/b/g/n/ac/ax, 2.4G+5G, 2x2 MIMOWi-Fi HotspotYesNFCYesUSB ConnectivityYes', None)","('Battery Capacity4510 mAhBattery Typelithium-ion', None)"
202,"('OnePlus 9RT 5G (Nano Silver, 128 GB)', None)","('4.3', None)","('₹39,599', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/x/j/-original-imagawn2a5frb5vz.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GB', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.81 cm (6.62 inch)Resolution1080 x 2400 pixel', None)","('Network Type5GSupported Networks5G, GSM, 4G LTE, CDMA', None)","('Battery Capacity4500 mAh', None)"
203,"('OnePlus 10T 5G (Jade Green, 128 GB)', None)","('4.3', None)","('₹49,800', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/r/i/-original-imaghfm9f4bqq4bm.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 12Processor CoreOcta CorePrimary Clock Speed3.19 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution2412 x 1080 Pixels', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity4800 mAh', None)"
204,"('OnePlus Nord 2T 5G (Jade Fog, 256 GB)', None)","('4.3', None)","('₹32,500', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/f/p/-original-imagfx6hq9spfegc.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 12Processor CoreOcta CorePrimary Clock Speed2.4 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution2400x1080 pixels', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity4500 mAh', None)"
205,"('OnePlus Nord CE 3 Lite 5G (Gray, 256 GB)', None)","('4.3', None)","('₹21,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/b/d/nord-ce-3-lite-5g-cph2466-oneplus-original-imagprzvhqgpq5zf.jpeg?q=70', None)","('Internal Storage256 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera108MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Oxygen 12Processor CoreOcta CorePrimary Clock Speed2.42 MHz', None)","('Display Size17.07 cm (6.72 inch)Resolution1080X2400', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
206,"('OnePlus 11 5G (Eternal Green, 128 GB)', None)","('4.4', None)","('₹51,810', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/8/3/11-5g-b0bqjlcqd3-oneplus-original-imagmugsquuygsbg.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid OxygenOS based on Android 13Processor CoreOcta CorePrimary Clock Speed3.2 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution3216x1440', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
207,"('OnePlus 10R 5G (Sierra Black, 256 GB)', None)","('4.2', None)","('₹36,990', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/d/t/-original-imaggceexfwc4huw.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GB', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 12Primary Clock Speed2.85 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution1080 x 2412 pixels', None)","('Network Type5GSupported Networks5G, 4G VoLTE, 4G LTE, GSM', None)","('Battery Capacity5000 mAh', None)"
208,"('OnePlus 3T (Midnight Black, 128 GB)', None)","('4.2', None)","('₹9,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/5/h/1/3t-a3010-oneplus-original-imagqq2ynrhba9x7.jpeg?q=70', None)","('Internal Storage128 GBRAM6 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera16MP Rear CameraSecondary Camera16MP Front Camera', None)","('Operating SystemAndroid Marshmallow 6Processor CoreOcta CorePrimary Clock Speed2.72 GHz', None)","('Display Size13.97 cm (5.5 inch)Resolution1920 x 1080', None)","('Network Type4GSupported Networks4G LTE', None)","('Battery Capacity3400 mAh', None)"
209,"('OnePlus 10 Pro 5G (Emerald Forest, 128 GB)', None)","(nan, None)","('₹49,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/j/q/-original-imagkgshx9kfayxq.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeHybrid Slot', None)","('Primary Camera48MP Rear Camera', None)","('Operating SystemAndroid 12Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution3216 x 1440 pixel', None)","('Network Type5GSupported Networks5G, 4G VoLTE, 4G LTE', None)","('Battery Capacity5000 mAh', None)"
210,"('OnePlus Nord 2 5G (Blue Haze, 128 GB)', None)","(nan, None)","('₹26,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/i/f/nord-2-5g-dn2101-old-oneplus-original-imagqkkhqhzzsp8x.jpeg?q=70', None)","('Internal Storage128 GBRAM6 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera AvailableYesPrimary Camera50MP Rear CameraPrimary Camera Features50, 8Secondary Camera AvailableYesSecondary Camera Features32FlashYesDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Oxygen 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution1080 x 2400', None)","('Network Type5GSupported Networks5G, 4G VoLTE', None)","('Battery Capacity4500 mAhBattery TypeLithium Ion', None)"
